phrog_num	phrog_annot	phrog_category
79566	NA	unknown function
79567	NA	unknown function
79568	NA	unknown function
79569	NA	unknown function
79570	NA	unknown function
79571	NA	unknown function
79572	NA	unknown function
79573	NA	unknown function
79574	NA	unknown function
79575	NA	unknown function
79576	NA	unknown function
79577	NA	unknown function
79578	NA	unknown function
79579	NA	unknown function
79580	NA	unknown function
79581	NA	unknown function
79582	NA	unknown function
79583	NA	unknown function
79584	NA	unknown function
79585	NA	unknown function
79586	NA	unknown function
79587	NA	unknown function
79588	NA	unknown function
79589	NA	unknown function
79590	NA	unknown function
79591	NA	unknown function
79592	NA	unknown function
79593	NA	unknown function
79594	NA	unknown function
79595	NA	unknown function
79596	NA	unknown function
79597	NA	unknown function
79598	NA	unknown function
79599	NA	unknown function
79600	NA	unknown function
79601	NA	unknown function
79602	NA	unknown function
79603	NA	unknown function
79604	NA	unknown function
79605	NA	unknown function
79606	NA	unknown function
79607	NA	unknown function
79608	NA	unknown function
79609	NA	unknown function
79610	NA	unknown function
79611	NA	unknown function
79612	NA	unknown function
79613	NA	unknown function
79614	NA	unknown function
79615	NA	unknown function
79616	NA	unknown function
79617	NA	unknown function
79618	NA	unknown function
79619	NA	unknown function
79620	NA	unknown function
79621	NA	unknown function
79622	NA	unknown function
79623	NA	unknown function
79624	NA	unknown function
79625	NA	unknown function
79626	NA	unknown function
79627	NA	unknown function
79628	NA	unknown function
79629	NA	unknown function
79630	NA	unknown function
79631	NA	unknown function
79632	NA	unknown function
79633	NA	unknown function
79634	NA	unknown function
79635	NA	unknown function
79636	NA	unknown function
79637	NA	unknown function
79638	NA	unknown function
79639	NA	unknown function
79640	NA	unknown function
79641	NA	unknown function
79642	NA	unknown function
79643	NA	unknown function
79644	NA	unknown function
79645	NA	unknown function
79646	NA	unknown function
79647	NA	unknown function
79648	NA	unknown function
79649	NA	unknown function
79650	NA	unknown function
79651	NA	unknown function
79652	NA	unknown function
79653	NA	unknown function
79654	NA	unknown function
79655	NA	unknown function
79656	NA	unknown function
79657	NA	unknown function
79658	NA	unknown function
79659	NA	unknown function
79660	NA	unknown function
79661	NA	unknown function
79662	NA	unknown function
79663	NA	unknown function
79664	NA	unknown function
79665	NA	unknown function
79666	NA	unknown function
79667	NA	unknown function
79668	NA	unknown function
79669	NA	unknown function
79670	NA	unknown function
79671	NA	unknown function
79672	NA	unknown function
79673	NA	unknown function
79674	NA	unknown function
79675	NA	unknown function
79676	NA	unknown function
79677	NA	unknown function
79678	NA	unknown function
79679	NA	unknown function
79680	NA	unknown function
79681	NA	unknown function
79682	NA	unknown function
79683	NA	unknown function
79684	NA	unknown function
79685	NA	unknown function
79686	NA	unknown function
79687	NA	unknown function
79688	NA	unknown function
79689	NA	unknown function
79690	NA	unknown function
79691	NA	unknown function
79692	NA	unknown function
79693	NA	unknown function
79694	NA	unknown function
79695	NA	unknown function
79696	NA	unknown function
79697	NA	unknown function
79698	NA	unknown function
79699	NA	unknown function
79700	NA	unknown function
79701	NA	unknown function
79702	NA	unknown function
79703	NA	unknown function
79704	NA	unknown function
79705	NA	unknown function
79706	NA	unknown function
79707	NA	unknown function
79708	NA	unknown function
79709	NA	unknown function
79710	NA	unknown function
79711	NA	unknown function
79712	NA	unknown function
79713	NA	unknown function
79714	NA	unknown function
79715	NA	unknown function
79716	NA	unknown function
79717	NA	unknown function
79718	NA	unknown function
79719	NA	unknown function
79720	NA	unknown function
79721	NA	unknown function
79722	NA	unknown function
79723	NA	unknown function
79724	NA	unknown function
79725	NA	unknown function
79726	NA	unknown function
79727	NA	unknown function
79728	NA	unknown function
79729	NA	unknown function
79730	NA	unknown function
79731	NA	unknown function
79732	NA	unknown function
79733	NA	unknown function
79734	NA	unknown function
79735	NA	unknown function
79736	NA	unknown function
79737	NA	unknown function
79738	NA	unknown function
79739	NA	unknown function
79740	NA	unknown function
79741	NA	unknown function
79742	NA	unknown function
79743	NA	unknown function
79744	NA	unknown function
79745	NA	unknown function
79746	NA	unknown function
79747	NA	unknown function
79748	NA	unknown function
79749	NA	unknown function
79750	NA	unknown function
79751	NA	unknown function
79752	NA	unknown function
79753	NA	unknown function
79754	NA	unknown function
79755	NA	unknown function
79756	NA	unknown function
79757	NA	unknown function
79758	NA	unknown function
79759	NA	unknown function
79760	NA	unknown function
79761	NA	unknown function
79762	NA	unknown function
79763	NA	unknown function
79764	NA	unknown function
79765	NA	unknown function
79766	NA	unknown function
79767	NA	unknown function
79768	NA	unknown function
79769	NA	unknown function
79770	NA	unknown function
79771	NA	unknown function
79772	NA	unknown function
79773	NA	unknown function
79774	NA	unknown function
79775	NA	unknown function
79776	NA	unknown function
79777	NA	unknown function
79778	NA	unknown function
79779	NA	unknown function
79780	NA	unknown function
79781	NA	unknown function
79782	NA	unknown function
79783	NA	unknown function
79784	NA	unknown function
79785	NA	unknown function
79786	NA	unknown function
79787	NA	unknown function
79788	NA	unknown function
79789	NA	unknown function
79790	NA	unknown function
79791	NA	unknown function
79792	NA	unknown function
79793	NA	unknown function
79794	NA	unknown function
79795	NA	unknown function
79796	NA	unknown function
79797	NA	unknown function
79798	NA	unknown function
79799	NA	unknown function
79800	NA	unknown function
79801	NA	unknown function
79802	NA	unknown function
79803	NA	unknown function
79804	NA	unknown function
79805	NA	unknown function
79806	NA	unknown function
79807	NA	unknown function
79808	NA	unknown function
79809	NA	unknown function
79810	NA	unknown function
79811	NA	unknown function
79812	NA	unknown function
79813	NA	unknown function
79814	NA	unknown function
79815	NA	unknown function
79816	NA	unknown function
79817	NA	unknown function
79818	NA	unknown function
79819	NA	unknown function
79820	NA	unknown function
79821	NA	unknown function
79822	NA	unknown function
79823	NA	unknown function
79824	NA	unknown function
79825	NA	unknown function
79826	NA	unknown function
79827	NA	unknown function
79828	NA	unknown function
79829	NA	unknown function
79830	NA	unknown function
79831	NA	unknown function
79832	NA	unknown function
79833	NA	unknown function
79834	NA	unknown function
79835	NA	unknown function
79836	NA	unknown function
79837	NA	unknown function
79838	NA	unknown function
79839	NA	unknown function
79840	NA	unknown function
79841	NA	unknown function
79842	NA	unknown function
79843	NA	unknown function
79844	NA	unknown function
79845	NA	unknown function
79846	NA	unknown function
79847	NA	unknown function
79848	NA	unknown function
79849	NA	unknown function
79850	NA	unknown function
79851	NA	unknown function
79852	NA	unknown function
79853	NA	unknown function
79854	NA	unknown function
79855	NA	unknown function
79856	NA	unknown function
79857	NA	unknown function
79858	NA	unknown function
79859	NA	unknown function
79860	NA	unknown function
79861	NA	unknown function
79862	NA	unknown function
79863	NA	unknown function
79864	NA	unknown function
79865	NA	unknown function
79866	NA	unknown function
79867	NA	unknown function
79868	NA	unknown function
79869	NA	unknown function
79870	NA	unknown function
79871	NA	unknown function
79872	NA	unknown function
79873	NA	unknown function
79874	NA	unknown function
79875	NA	unknown function
79876	NA	unknown function
79877	NA	unknown function
79878	NA	unknown function
79879	NA	unknown function
79880	NA	unknown function
79881	NA	unknown function
79882	NA	unknown function
79883	NA	unknown function
79884	NA	unknown function
79885	NA	unknown function
79886	NA	unknown function
79887	NA	unknown function
79888	NA	unknown function
79889	NA	unknown function
79890	NA	unknown function
79891	NA	unknown function
79892	NA	unknown function
79893	NA	unknown function
79894	NA	unknown function
79895	NA	unknown function
79896	NA	unknown function
79897	NA	unknown function
79898	NA	unknown function
79899	NA	unknown function
79900	NA	unknown function
79901	NA	unknown function
79902	NA	unknown function
79903	NA	unknown function
79904	NA	unknown function
79905	NA	unknown function
79906	NA	unknown function
79907	NA	unknown function
79908	NA	unknown function
79909	NA	unknown function
79910	NA	unknown function
79911	NA	unknown function
79912	NA	unknown function
79913	NA	unknown function
79914	NA	unknown function
79915	NA	unknown function
79916	NA	unknown function
79917	NA	unknown function
79918	NA	unknown function
79919	NA	unknown function
79920	NA	unknown function
79921	NA	unknown function
79922	NA	unknown function
79923	NA	unknown function
79924	NA	unknown function
79925	NA	unknown function
79926	NA	unknown function
79927	NA	unknown function
79928	NA	unknown function
79929	NA	unknown function
79930	NA	unknown function
79931	NA	unknown function
79932	NA	unknown function
79933	NA	unknown function
79934	NA	unknown function
79935	NA	unknown function
79936	NA	unknown function
79937	NA	unknown function
79938	NA	unknown function
79939	NA	unknown function
79940	NA	unknown function
79941	NA	unknown function
79942	NA	unknown function
79943	NA	unknown function
79944	NA	unknown function
79945	NA	unknown function
79946	NA	unknown function
79947	NA	unknown function
79948	NA	unknown function
79949	NA	unknown function
79950	NA	unknown function
79951	NA	unknown function
79952	NA	unknown function
79953	NA	unknown function
79954	NA	unknown function
79955	NA	unknown function
79956	NA	unknown function
79957	NA	unknown function
79958	NA	unknown function
79959	NA	unknown function
79960	NA	unknown function
79961	NA	unknown function
